subject,session,total_volume_mm3_Association_ExtremeCapsuleR,total_volume_mm3_Association_UncinateFasciculusR,total_volume_mm3_Association_HippocampusAlveusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusR,total_volume_mm3_Association_FrontalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusL,total_volume_mm3_Association_FrontalAslantTractL,total_volume_mm3_Association_ParietalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusR,total_volume_mm3_Association_VerticalOccipitalFasciculusR,total_volume_mm3_Association_ExtremeCapsuleL,total_volume_mm3_Association_InferiorLongitudinalFasciculusR,total_volume_mm3_Association_CingulumL,total_volume_mm3_Association_HippocampusAlveusR,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusL,total_volume_mm3_Association_MiddleLongitudinalFasciculusR,total_volume_mm3_Association_InferiorLongitudinalFasciculusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusL,total_volume_mm3_Association_ParietalAslantTractL,total_volume_mm3_Association_VerticalOccipitalFasciculusL,total_volume_mm3_Association_UncinateFasciculusL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusR,total_volume_mm3_Association_CingulumR,total_volume_mm3_Association_MiddleLongitudinalFasciculusL,total_volume_mm3_ProjectionBrainstem_CorticospinalTractL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusL,total_volume_mm3_ProjectionBasalGanglia_FornixL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisR,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractL,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractR,total_volume_mm3_ProjectionBrainstem_ReticularTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractR,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractL,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleL,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationR,total_volume_mm3_ProjectionBrainstem_ReticularTractR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationL,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusR,total_volume_mm3_ProjectionBasalGanglia_FornixR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-lr,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-rl,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleR,total_volume_mm3_ProjectionBrainstem_CorticospinalTractR,total_volume_mm3_Commissure_CorpusCallosum,total_volume_mm3_Commissure_AnteriorCommissure,total_volume_mm3_Cerebellum_CerebellumR,total_volume_mm3_Cerebellum_SuperiorCerebellarPeduncle,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleL,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleR,total_volume_mm3_Cerebellum_MiddleCerebellarPeduncle,total_volume_mm3_Cerebellum_Vermis,total_volume_mm3_Cerebellum_CerebellumL,total_volume_mm3_CranialNerve_CNVIIL,total_volume_mm3_CranialNerve_CNIIIL,total_volume_mm3_CranialNerve_CNVIIIL,total_volume_mm3_CranialNerve_CNVL,total_volume_mm3_CranialNerve_CNIIR,total_volume_mm3_CranialNerve_CNIIL,total_volume_mm3_CranialNerve_CNVIIIR,total_volume_mm3_CranialNerve_CNVR,total_volume_mm3_CranialNerve_CNIIIR,total_volume_mm3_CranialNerve_CNVIIR,total_volume_all_bundles,mean_bundle_volume
sub-85369,ses-1,9768.27,12621.5,7631.12,28932.7,13012.7,23391.4,16917.9,21822.3,22147.2,9432.35,13430.3,36055.3,28069.2,6940.84,26224.4,7463.46,28608.4,28790.8,18279.4,9297.24,13957.2,27803.9,25338.8,13215.4,5097.24,3456.91,25461.0,4126.31,5932.45,4358.45,18205.7,2791.81,864.074,28225.8,,41314.0,7690.69,,46473.3,16711.6,5446.06,1884.14,1102.35,6515.25,6479.02,2792.43,4801.84,2064.69,36638.1,2285.77,7135.52,1899.49,153.531,4891.51,889.867,30038.1,6249.95,3644.83,123454.0,2127.94,32213.9,11886.4,9472.88,10360.3,30251.8,12553.3,27600.0,1280.45,1787.1,4641.56,2632.75,4103.58,3426.2,4250.36,2062.85,1800.61,646.674,1071326.5160000005,14284.353546666674
sub-93292,ses-1,7744.73,13596.1,7435.21,33696.4,11508.7,15473.5,18005.5,16637.9,13693.1,7209.21,7702.36,26775.2,25246.7,6617.2,26260.6,10480.0,28205.5,29354.6,15701.9,8088.64,12107.5,26763.6,27130.8,6463.67,5119.35,4833.78,24986.3,3234.6,4737.97,3624.57,11315.9,2103.38,1247.9,22583.2,272.672,40510.1,7968.27,1002.87,38748.8,9561.93,5061.62,1546.37,1142.89,6875.74,9977.69,6985.06,3948.21,2126.1,31866.9,2875.33,5985.88,1470.83,1850.97,4618.22,759.059,32918.3,6107.47,4044.01,116086.0,3028.86,27569.3,9668.78,8825.59,9600.0,35236.0,15383.2,30180.6,450.768,1337.56,4224.57,3323.64,4341.86,4071.65,4544.52,3809.42,1967.66,630.706,998191.5450000002,12963.526558441561
sub-85083,ses-1,9090.89,17298.7,11516.7,37946.8,25196.9,27008.0,23576.9,21728.4,14023.5,11857.5,7196.93,44262.4,37465.9,9298.47,27100.1,10653.8,41459.6,34477.0,24318.7,11306.0,20373.0,33646.7,39892.3,2882.09,9434.19,4914.23,27850.0,5795.5,5829.89,5675.13,9045.45,5646.88,1333.27,27666.9,1016.38,55795.1,3692.73,1585.67,43758.9,6601.84,5355.78,1998.36,684.135,7228.25,3208.8,9944.53,3413.31,3536.75,38296.8,2109.52,7024.36,1897.65,2242.78,6198.36,1828.86,39937.2,8188.13,5557.22,141510.0,11986.5,40679.6,12571.1,11950.3,12389.4,51860.4,21321.8,45135.1,1046.47,1317.91,6221.7,4280.45,5407.37,6014.74,6491.92,5307.88,3031.32,837.052,1297231.1469999996,16847.15775324675
sub-94848,ses-1,6807.58,14626.6,7698.67,28540.8,18689.1,18768.9,14335.5,18768.3,11867.4,8418.43,10637.3,33001.9,32355.2,5938.59,25919.8,7518.73,31508.9,35791.2,19093.8,8802.87,13415.6,26938.6,29339.8,11030.3,3769.5,4470.22,23468.2,5193.66,6144.94,5278.4,14110.1,7969.5,1153.33,20865.5,1601.02,41416.6,9654.04,496.213,31326.5,15581.0,4583.83,1946.78,1022.52,6834.6,10738.0,7769.91,4433.98,2874.1,32760.5,2467.55,6760.29,1424.77,531.218,4402.66,1561.11,31671.0,5197.34,3405.32,107482.0,5131.63,28106.0,13417.4,9494.99,10590.6,31621.3,16745.3,28328.4,806.346,930.399,3229.07,3042.38,3643.6,4023.13,4044.01,2955.17,2021.7,213.715,1038525.211,13487.340402597403
sub-89377,ses-1,12542.9,21012.3,9683.52,39421.3,18660.8,26521.6,22699.9,21270.8,19593.7,10314.2,12062.0,41401.2,35587.9,6260.39,31262.0,12476.6,41568.3,36703.2,21484.5,9593.25,16914.8,26955.8,36517.7,7438.28,2070.22,4516.89,19947.4,3483.93,6127.74,4875.54,14536.3,4533.47,1453.63,23223.8,528.762,40902.6,4643.4,424.975,40544.5,14998.8,5094.17,1963.97,1366.43,5863.05,8622.93,7384.85,3178.1,3590.17,31454.9,3423.13,5799.18,1290.28,509.11,5444.22,2008.8,31672.3,5674.52,4471.44,135937.0,16734.9,39151.7,12922.4,12943.9,14080.7,44320.2,21770.7,37185.3,1521.19,838.281,6113.61,4476.36,4073.49,4515.05,6194.06,4456.09,2024.77,366.633,1223196.7810000002,15885.672480519483
sub-92927,ses-1,9541.66,21998.0,11529.0,37435.8,19354.2,29852.0,17630.9,19718.9,16535.3,10723.9,14930.6,37809.2,38159.9,9383.83,31407.0,17549.2,41632.1,35983.4,24867.2,11697.2,18304.0,30754.2,43890.3,12985.1,10598.0,6334.09,30237.1,8229.89,7709.73,5380.96,16279.2,9418.83,2573.8,29739.6,1992.84,45549.0,14677.6,3812.49,41739.0,18485.2,6620.88,3049.13,2444.22,11774.0,17534.5,10788.3,5105.84,4832.55,36215.6,3767.66,8102.77,1989.15,695.19,7103.58,366.018,33721.0,9404.1,12699.5,129751.0,1559.88,43746.6,12608.6,13542.7,13586.3,44975.4,37981.8,46324.7,2319.55,1070.42,5649.34,3703.17,4292.12,4914.23,6829.07,5004.5,2313.41,797.748,1373614.746,17839.152545454544
sub-116354,ses-1,8411.06,14835.4,9375.85,34499.1,14694.2,20177.1,16390.4,19410.0,19505.8,11942.3,14452.2,40326.5,33393.0,6889.25,32689.9,9314.43,36249.3,29225.6,21870.8,9095.81,15619.7,30956.2,30017.2,10263.9,4677.18,5968.68,24450.2,6321.8,5956.4,5257.52,12500.5,4375.03,1670.42,27820.5,507.267,47005.7,9483.93,1414.33,43187.1,13259.6,4943.09,1905.63,929.171,7659.98,10895.8,7677.79,4765.0,3359.26,32531.4,2775.23,6886.8,1052.61,4813.51,5123.03,999.796,33976.5,4908.09,5816.99,148888.0,5681.27,37037.9,12400.4,12260.4,11616.2,41339.8,25688.8,37327.7,273.286,962.334,3745.55,1077.79,3125.28,2844.01,5413.51,2359.47,1554.35,291.709,1198368.593,15563.228480519481
sub-90281,ses-1,,1124.46,630.092,3936.54,437.871,2468.78,2080.04,2236.64,225.384,742.477,1866.33,901.536,2693.55,331.628,,515.251,204.504,2169.7,1513.82,119.14,241.965,986.899,765.814,215.558,,367.247,20.8803,,235.824,58.956,205.732,,,3090.89,1442.58,469.806,,122.825,214.944,254.248,439.099,81.6786,17.1955,,,,974.002,303.992,506.039,116.07,206.96,298.465,,,,545.957,270.215,,1203.07,807.574,506.039,254.862,426.203,15.9673,922.416,1616.99,748.004,357.421,157.216,54.043,111.771,74.3091,567.452,81.6786,33.7769,,58.956,44649.333299999984,720.150537096774
sub-114709,ses-1,10065.5,16647.1,10773.6,30721.0,27621.5,24550.3,22348.6,19903.8,16727.5,8614.95,11162.3,36024.6,32503.8,7834.39,27294.2,14511.2,37313.6,30135.7,19704.8,8406.76,15039.3,24191.0,34428.5,9269.6,6366.02,4838.69,20818.8,6733.27,5124.26,5118.73,14526.5,4682.09,1325.28,31469.0,923.03,35126.1,6537.36,2066.53,43732.5,14936.7,6139.41,1773.59,1163.77,5352.71,7214.13,8094.78,3830.91,2853.84,30300.3,2671.44,6315.66,1141.66,2169.09,5457.73,1024.97,30134.5,7284.75,4254.04,148522.0,2922.62,41013.1,12608.6,8653.64,9416.99,36898.5,21544.7,33590.2,1466.53,1030.5,5961.31,4330.81,4481.27,3253.02,5828.05,4190.79,1976.25,225.998,1175210.618,15262.475558441558
sub-96659,ses-1,7806.76,5475.54,216.786,9319.96,5508.7,9198.36,1970.11,6305.84,1572.77,5373.59,4654.45,10952.3,10562.3,407.779,5739.0,5259.98,14031.5,13822.1,8209.62,4034.8,4314.84,,23165.4,1877.38,4534.7,739.406,12055.9,464.893,888.639,1696.21,7453.64,1738.59,115.456,11730.4,310.133,19351.7,3655.27,824.77,17942.3,2731.63,887.411,726.51,1490.48,,5304.81,,2847.08,541.044,5444.22,1109.72,2713.2,95.8035,,5691.1,160.287,7404.51,2601.43,4489.87,27719.1,1169.29,14242.2,1579.53,1747.19,3107.47,8764.18,5753.12,9609.83,2618.01,,473.49,200.205,452.61,629.478,839.509,1333.27,65.7114,2110.13,369935.30090000003,5137.9902902777785
sub-121670,ses-1,6697.03,14041.4,9078.0,33152.3,12969.1,22273.7,15337.8,19389.8,21519.6,10026.2,8726.72,35645.0,35070.2,8377.28,29240.3,11676.4,35485.4,32786.9,17745.8,7934.5,14356.4,28462.2,32169.7,4550.05,3962.33,4337.56,27702.6,2235.42,6816.17,4667.35,16672.3,3311.98,1402.66,28841.2,,46814.1,6795.29,866.53,53586.1,18678.0,4160.08,1694.37,1409.42,6635.01,11640.7,5693.55,5283.93,3176.25,34445.7,2690.48,6367.86,593.859,1104.81,6947.6,3260.39,35322.6,5194.88,4176.05,115675.0,1037.26,34489.9,10728.8,13036.0,11314.0,43833.8,23540.0,35204.7,2105.22,1272.47,4201.23,3764.59,3919.96,3917.5,6600.62,4446.88,2553.53,1618.83,1156459.199,15216.568407894738
sub-20151,ses-1,14955.8,16492.3,10504.0,26457.1,27596.9,19702.4,29347.2,19260.8,20516.7,9872.67,8121.8,38657.3,38177.1,8889.46,36601.2,16921.0,37043.4,35507.5,18654.0,11494.6,17400.0,38229.9,34212.9,9065.1,6845.04,5268.58,25607.8,9454.45,6969.09,5209.01,18934.1,5977.28,1543.3,32380.4,5450.36,51924.3,13687.6,221.085,47106.5,12692.7,4885.98,1938.18,1557.42,7290.89,14753.1,8049.34,3944.52,3418.83,32295.6,2294.99,6662.03,1621.29,,5958.24,3942.68,37711.6,5541.86,7351.69,142349.0,9200.82,40383.0,13522.4,9537.36,11535.7,45370.9,23291.3,34844.8,1088.84,1096.21,3796.52,3730.2,4196.93,3333.47,5041.35,3844.42,1974.41,186.08,1300494.6749999998,17111.772039473683
sub-106039,ses-1,11365.0,13166.2,10576.5,30918.1,25387.3,23652.4,19480.0,18353.7,11827.4,8591.0,9524.46,42138.8,28868.8,8894.99,33838.9,9826.61,40448.7,29488.4,19258.3,11519.8,15375.2,31018.8,35064.7,3407.17,11671.4,4235.62,30699.5,7704.81,5619.86,4367.66,15784.2,9167.04,850.563,28961.5,,46584.5,14468.8,2831.73,46138.0,16551.3,5729.17,2712.59,986.899,8497.03,18024.0,10104.2,5471.24,3453.84,28863.9,2630.3,7603.48,918.117,3232.75,8456.5,1488.02,31457.3,6348.82,8929.38,121971.0,3394.88,39320.6,14858.8,9566.84,12824.8,32390.8,20912.2,35415.4,2492.73,2307.88,5737.77,5326.92,5078.81,3408.39,4771.14,4185.26,2894.99,638.69,1220033.1489999997,16053.067749999997
sub-130759,ses-1,4196.32,302.15,,7418.63,1646.47,1589.97,2689.87,2384.65,1438.28,829.683,2479.84,2678.81,989.97,572.365,1490.48,2910.34,3119.14,6456.3,1612.08,1340.63,293.552,2635.21,4721.39,3989.36,,26.4074,2675.74,,,43.6029,1790.17,,,2848.31,,379.529,267.759,354.35,808.803,1328.97,442.17,13.5107,,,718.526,,155.374,,427.431,103.787,67.5537,,343.91,274.514,2559.06,54.043,141.249,454.453,5319.55,56.4995,2506.86,794.064,68.782,795.292,1421.09,1520.57,1355.99,430.502,,,,119.754,,149.846,169.499,,686.592,89459.60320000001,1490.9933866666668
sub-91717,ses-1,9041.76,19082.7,10977.5,44223.1,22189.0,31497.9,21506.7,22351.7,19724.5,10005.9,10970.7,42583.4,36592.0,9043.6,30186.1,9143.71,39068.2,39487.0,25839.3,7707.88,18544.7,30853.0,35548.6,8089.25,7914.84,4506.45,30514.0,5573.8,6627.64,3835.82,13315.5,5600.21,1241.15,26420.9,303.992,48235.2,8637.05,2011.87,49489.3,16314.2,7539.0,2579.32,1381.78,6268.37,7569.71,5611.26,5825.59,4361.52,39586.5,3536.13,8110.75,1568.48,,2905.43,942.068,32267.4,7563.56,7206.14,148274.0,3206.35,35008.2,11312.8,10768.1,11522.8,41242.8,13200.0,31664.9,1557.42,1168.07,3958.04,3022.72,4041.56,4224.57,5034.6,2590.38,2025.38,402.866,1263848.686,16629.58797368421
sub-87646,ses-1,10502.2,13201.8,10445.0,33421.3,14648.7,31200.6,15743.1,20789.4,23073.9,13118.9,7395.91,38993.9,35669.0,7839.31,29582.4,10968.3,38563.4,30476.6,20968.1,11715.0,15475.3,35729.8,32185.1,4981.17,5768.48,4467.15,24158.4,3396.73,5287.0,4190.17,17587.9,3628.25,953.736,26963.2,482.702,45165.2,6673.08,1847.29,41673.3,14252.6,5891.92,1389.76,1200.61,8181.37,6662.64,7750.26,2355.78,2827.43,35495.2,1288.43,6529.99,1694.37,,4660.59,1045.24,33008.6,7254.66,7738.59,144999.0,3160.29,33821.7,12701.9,9830.91,10589.4,33978.9,16125.1,36109.9,1037.87,1640.94,5573.8,3519.55,4058.75,3511.57,5554.76,2885.16,2328.76,98.8741,1179685.9520999996,15522.183580263154
sub-20888,ses-1,9154.15,12729.0,8752.51,24697.0,17085.6,15624.0,19798.8,16181.6,11775.2,11944.1,9572.98,40205.5,31329.0,6427.43,29769.7,11750.7,37692.5,23572.0,18666.3,9757.22,13390.4,27035.0,28263.3,9063.87,6442.79,3461.82,34116.5,6662.64,6237.67,4546.98,17663.5,6280.04,1481.88,29748.8,773.183,47965.0,8174.0,1063.66,44795.5,14003.3,5761.11,2193.65,1691.3,6306.45,10543.9,6874.52,1491.1,2973.59,33086.6,2383.42,7080.25,1921.6,87.2057,3324.87,4478.81,33304.6,6950.67,9075.54,121600.0,6270.83,28961.5,14241.6,8458.96,9663.26,34902.0,19504.6,29856.3,1360.9,1091.3,3261.62,2526.51,4740.43,3195.91,4059.98,3929.79,2053.02,1218.42,1118081.2386999999,14520.535567532466
sub-90262,ses-1,8899.9,12724.1,7771.14,29495.8,14239.1,21853.6,17252.0,15662.6,15149.2,9405.32,3951.28,31971.3,29204.1,6385.67,22535.3,10831.9,32452.8,32594.7,15956.2,10747.8,13744.7,28907.5,31068.6,4359.67,3209.42,3833.37,24918.1,1807.37,5874.72,4836.85,14253.2,2979.73,1099.9,27746.2,331.628,38097.9,6830.3,1613.31,34005.3,13347.4,4767.45,1679.02,1427.84,5646.27,9956.19,5382.81,1871.85,3089.66,29163.6,2508.09,6775.03,1330.81,186.694,3906.45,1691.91,30613.5,6474.72,4800.0,119301.0,1002.87,31935.1,12447.7,9777.48,9588.33,34469.0,22475.1,34170.5,907.063,1114.02,5233.57,3916.89,4080.25,4586.29,5513.61,4217.81,1793.24,881.269,1040631.964,13514.700831168831
sub-106802,ses-1,8844.01,15197.8,11739.0,48837.1,20596.5,33745.6,15299.1,20498.3,17781.4,12318.7,16706.0,41908.5,39473.5,10356.6,34758.9,15286.2,40594.3,41213.3,22871.9,11164.8,17926.9,32755.0,38589.8,12025.2,9075.54,5282.7,39335.3,5533.88,8104.61,4927.12,17788.1,9586.49,1469.6,36211.3,1412.49,51418.2,14404.9,2823.13,52362.1,16383.0,7008.39,2154.96,1658.75,11025.4,6818.02,9996.11,4863.87,3684.75,45595.7,3628.86,8026.61,1934.49,1659.98,2048.11,957.421,43628.7,8996.93,10209.8,151379.0,1629.27,46161.3,13801.8,14654.9,12193.5,44678.8,29294.4,46667.4,1739.2,1475.13,6392.43,4325.9,4389.15,4867.55,7048.31,4496.01,2471.85,311.361,1428480.9820000003,18551.70106493507
sub-90683,ses-1,9740.64,16524.3,10520.6,30097.7,14225.6,24561.3,21480.2,22118.3,22257.1,12554.6,5955.17,38817.6,32005.1,8487.21,30746.8,9919.96,40420.5,35550.5,19922.2,12772.6,15197.1,32593.5,36892.9,3833.37,6163.97,5020.47,30767.7,4356.6,6042.99,5117.5,19358.4,6866.53,1233.78,29762.3,3775.64,46599.8,5686.8,920.573,46411.3,14226.8,4262.64,2267.96,1076.56,5483.52,12203.9,9122.21,2466.33,3522.01,36892.3,3201.43,7377.48,1617.61,171.341,6585.26,,39122.2,5445.45,4162.54,141825.0,622.109,38096.0,11229.3,11972.4,15162.7,36982.0,19039.1,35939.2,1607.78,1482.5,4498.47,3888.64,6303.38,5471.24,4672.88,3094.58,2719.35,1129.38,1230222.7529999998,16187.141486842103
sub-117397,ses-1,7050.77,14046.3,8592.22,30465.5,19215.4,21352.5,20337.4,15210.6,12336.5,7447.49,3366.02,32022.3,24368.5,6624.57,25599.8,8573.8,35163.6,28166.8,16417.4,7933.88,17408.0,24900.3,27649.1,5212.08,6546.57,4099.28,24719.1,2654.86,5774.0,4283.52,17407.4,6229.07,1669.19,22913.0,4308.7,40772.4,12608.6,3014.13,34445.7,16246.7,4370.11,1213.51,886.182,5791.2,10828.9,6690.28,2732.86,2533.27,32659.8,2424.57,6140.64,1203.69,,5193.66,1290.28,30848.1,6598.16,7064.89,133637.0,875.742,37964.6,12509.1,11662.2,12964.8,39173.8,23645.0,39736.3,1252.2,1559.88,6317.5,3975.85,4315.46,3763.97,5084.34,3000.61,2208.39,231.525,1099501.419,14467.123934210525
sub-93274,ses-1,6255.48,13605.3,6195.29,25796.3,15396.1,21226.6,16828.3,16506.5,10481.3,9240.12,9054.04,30304.0,28230.1,5414.13,29121.2,5944.73,32907.9,23455.3,17584.9,7973.8,13881.1,28161.3,28680.3,4539.61,3214.94,4028.05,19691.9,2221.29,5855.68,3706.24,11731.6,526.305,900.921,16928.4,348.823,38933.7,4647.08,1400.82,41173.4,11230.5,5801.02,1313.61,919.345,5640.12,3862.85,7099.29,2993.86,2250.15,34787.7,1445.65,6545.34,1098.67,,2874.1,,33712.4,7141.05,266.53,131608.0,1195.09,34836.9,13551.3,10644.6,11254.5,35104.6,17309.1,35316.5,927.329,1591.81,3619.65,2581.78,4368.89,3440.33,4161.93,2191.81,2568.89,558.854,1007906.897,13438.758626666666
sub-20322,ses-1,14509.3,20616.8,11593.5,39289.9,21886.2,27268.4,30733.9,20100.9,34785.9,10906.9,10824.6,41541.3,38525.3,7782.81,29269.8,16227.0,41273.5,38421.5,22841.2,11772.2,22053.8,30959.3,37300.7,11478.6,8729.17,5610.65,29791.8,7763.77,7195.7,5737.77,17608.2,7695.6,2031.53,32539.4,1376.87,47341.7,15570.5,1232.55,48863.5,18292.3,6328.56,2936.75,2158.04,7744.12,14408.6,9319.96,1408.8,3389.97,34954.8,3781.17,7512.59,2318.32,100.102,5441.76,1601.02,31922.2,6829.68,11283.3,140521.0,9603.07,31365.8,13803.1,9647.29,11865.5,32703.4,13603.5,29582.4,794.064,1266.33,4044.63,2708.29,4264.48,3722.83,6168.89,3463.67,2209.62,1439.51,1325561.436,17215.083584415584
sub-112332,ses-1,9544.12,17460.2,9116.07,27660.2,18812.5,22686.4,15258.5,19351.1,19946.2,9758.45,8897.44,32230.5,28598.0,8357.63,23486.6,11341.0,32238.5,31287.2,20491.5,10886.6,16289.1,27837.7,27344.5,5585.47,4432.14,4569.09,29820.7,3873.29,6811.87,4944.32,12192.2,6383.83,1574.62,25608.4,,43031.7,4236.23,143.091,37808.0,9003.69,5898.06,2059.78,1564.79,6990.58,5361.93,7101.74,4432.75,2843.4,30797.1,3230.3,7021.29,1489.87,685.364,6479.02,,33320.6,6819.86,4861.41,137418.0,6477.79,22376.9,13053.2,10518.1,11201.6,37266.9,19518.1,30684.1,814.33,1599.18,4227.64,2119.96,4648.31,4358.45,6544.12,5167.25,2117.5,724.668,1100692.593,14675.901240000001
sub-20940,ses-1,7085.77,12126.5,6601.84,33754.2,14309.7,18654.0,13082.1,17689.3,12276.4,8807.78,6466.12,33520.2,26269.8,5247.7,26668.4,8336.13,30035.0,28440.7,17203.5,7762.54,10419.2,26246.5,28075.3,5177.07,4623.75,3752.3,26647.5,2157.42,4747.19,4049.54,17118.1,5688.03,602.457,22479.4,,41016.8,4195.7,,38472.5,12707.5,5024.16,2046.88,1236.23,3561.31,5578.1,5616.17,1016.38,3145.55,25230.7,2036.44,5441.76,1680.86,,2615.56,502.354,27526.3,4946.16,950.051,125350.0,2616.79,23747.6,9725.9,8853.84,11010.0,32497.7,11739.6,24059.0,837.052,1035.41,5497.03,4263.26,4171.75,3794.06,6282.5,4254.04,1869.4,259.161,972532.9950000001,13142.337770270271
sub-84761,ses-1,8291.92,13865.1,8539.41,46741.7,15601.8,28416.2,16898.9,22384.2,17058.6,8993.86,9858.55,33874.5,30842.0,6942.07,29129.2,10992.8,34456.7,39002.5,21024.0,9703.17,15218.0,33696.4,33407.8,10687.0,6970.32,4480.04,30488.2,7028.05,7253.43,5977.28,17158.0,6660.19,1158.85,25894.0,1116.48,47815.2,11217.6,2598.98,43096.2,16618.8,5495.19,2559.06,1518.12,6980.76,11700.9,6991.2,5051.18,3267.76,35223.8,3722.21,7378.71,1512.59,350.051,6977.07,1763.15,39644.8,6655.89,8627.84,129435.0,2505.02,32688.0,13857.7,12628.9,10520.6,44689.3,20630.3,33573.0,1012.69,1415.56,5390.18,2557.22,5725.49,4305.63,5715.05,3387.51,2252.0,691.505,1229558.9359999998,15968.297870129867
sub-86722,ses-1,13169.3,17807.2,9453.84,28629.3,21251.2,26646.3,26298.1,21214.3,28380.6,10845.4,13996.5,43194.5,36534.9,8247.7,27457.5,12882.5,44611.3,34787.1,22179.1,12147.4,15910.1,30832.1,32581.2,12908.3,6063.26,4400.21,27708.1,6889.87,5892.53,4209.21,18565.0,6631.32,1430.3,24662.6,1178.51,43475.1,10542.1,658.342,41283.9,20168.5,5910.95,1402.66,1219.65,7640.94,16250.4,8383.42,1165.61,3350.05,40507.7,2552.3,6881.27,818.015,112.999,1327.12,1719.55,36119.8,6535.52,4319.76,136797.0,11004.5,44556.6,14092.3,10286.0,11833.6,45956.8,23838.5,39902.8,1965.81,809.417,5898.67,3942.68,2722.42,3689.05,7584.44,5045.04,1948.0,1903.17,1295719.103,16827.520818181816
sub-83372,ses-1,9274.52,14614.3,8794.88,30353.7,17965.6,32126.7,18218.6,22768.1,29055.5,9846.27,13268.2,32889.5,36948.8,8123.65,26026.6,7919.14,35527.7,27223.5,20207.8,10422.9,14088.6,36965.4,31647.7,8355.17,3418.22,5410.44,31150.3,1063.66,3437.87,5420.27,13275.5,3574.82,1359.67,30130.8,,51891.1,5145.75,,48087.2,14691.1,6502.97,2112.59,1043.4,4932.65,4645.86,8875.33,3154.15,2359.47,30236.4,1682.7,5743.3,2799.18,1157.63,7012.69,1399.59,29030.9,7453.02,766.428,106257.0,6917.5,34720.8,10622.5,10074.7,11007.0,41775.9,17785.7,35188.8,1131.22,1809.83,3475.95,3804.5,5047.49,4461.0,4691.92,3020.27,1803.07,709.929,1145902.8669999999,15278.704893333332
sub-20189,ses-1,8932.45,13954.8,7559.88,23005.7,18079.2,12485.8,17986.5,16600.4,15270.2,6597.54,9780.55,31321.6,26173.4,5898.06,22499.7,7969.5,32414.1,22702.4,16073.5,6066.33,17817.6,25829.5,26257.5,8056.71,4806.76,4101.74,27963.6,4367.04,5299.28,3388.13,12846.3,4519.96,1110.34,25580.1,1002.87,36286.8,5920.17,604.913,36768.9,10757.6,4779.73,2038.28,1058.75,5073.9,11095.4,6067.56,3089.05,3189.77,29215.2,1938.79,5801.02,1478.81,,3180.55,,31706.0,4330.81,5573.18,124761.0,5871.04,30450.8,9950.05,10198.8,7431.53,34186.5,18189.2,34409.4,964.79,893.552,4403.28,2821.29,3067.55,2107.68,5705.84,3386.9,2072.67,232.753,1005378.848,13405.051306666666
